g36751	GO:0005634,GO:0010485,GO:0010485,GO:0043998,GO:0043998,GO:1990189
g33422	GO:0005515
g6727	GO:0016671
g21370	GO:0009507
g24719	GO:0005783,GO:0006629,GO:0006631,GO:0016020,GO:0080132,GO:0080132
g22504	GO:0003676,GO:0004519,GO:0008270
g26437	GO:0003697,GO:0005737,GO:0006302,GO:0016605,GO:0070260
g2181	GO:0046983
g16027	GO:0005515
g3125	GO:0005829
g36759	GO:0005509
g7421	GO:0005524,GO:0140662
g17747	GO:0005525
g9858	GO:0045735
g25089	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g4278	GO:0006511,GO:0031625
g24071	GO:0006952
g2059	GO:0003676
g20280	GO:0004672,GO:0006468
g24342	GO:0016491,GO:0020037,GO:0140575
g7803	GO:0005548,GO:0015914
g942	GO:0042138,GO:0042138
g16321	GO:0000035,GO:0000036,GO:0005739,GO:0006633
g19712	GO:0030247
g4173	GO:0003729,GO:0005685,GO:0006376
g23911	GO:0005515
g15056	GO:0016491
g22474	GO:0005737
g4443	GO:0047262
g21964	GO:0005515
g15649	GO:0005515
g21995	GO:0004663,GO:0018344
g29928	GO:0016788
g5790	GO:0005737,GO:0042732,GO:0042732,GO:0048040,GO:0070403,GO:0070403
g22156	GO:0005515
g4696	GO:0008081
g10825	GO:0004672,GO:0006468
g4006	GO:0004672,GO:0006468
g12864	GO:0003700,GO:0006355
g15943	GO:0003700,GO:0006355
g36877	GO:0000974,GO:0006397,GO:0071011,GO:0071013
g22402	GO:0003700,GO:0003700,GO:0005634,GO:0043565
g23335	GO:0007165
g6139	GO:0005515
g26538	GO:0006891,GO:0007030,GO:0007030,GO:0015031,GO:0016020,GO:0017119
g17402	GO:0003676
g29813	GO:0000786,GO:0003677,GO:0006334,GO:0030527
g6747	GO:0005515
g25235	GO:0003690,GO:0006355
g28950	GO:0016791
g26323	GO:0004672,GO:0005524,GO:0006468
g10345	GO:0004553,GO:0005975
g25205	GO:0005794
g1665	GO:0005515
g30892	GO:0003677,GO:0006351
g5522	GO:0003989,GO:0006633,GO:0009317,GO:0016743
g17995	GO:0004553,GO:0005975
g9830	GO:0016020,GO:0016760,GO:0030244
g14507	GO:0016020
g13892	GO:0003777,GO:0005524,GO:0007018,GO:0008017
g3195	GO:0030145
g5127	GO:0005794,GO:0016413,GO:0016413
g31570	GO:0005739,GO:0009107,GO:0009107,GO:0016992,GO:0016992,GO:0051539
g32969	GO:0016020
g24149	GO:0004659,GO:0008299
g95	GO:0046872
g12873	GO:0003968,GO:0003968,GO:0030422,GO:0031380
g15750	GO:0005739,GO:0009055,GO:0022900,GO:0051537,GO:0140647
g29882	GO:0003924,GO:0005525
g4530	GO:0000145,GO:0005546,GO:0006887
g34499	GO:0004842,GO:0016567
g36633	GO:0005886,GO:0008324,GO:0015081
g3401	GO:0030247
g14819	GO:0046983
g34595	GO:0005634
g28660	GO:0016020
g3251	GO:0030145
g17981	GO:0016702,GO:0046872
g560	GO:0032259
g24607	GO:0005789,GO:0019915,GO:0019915,GO:0034389
g15799	GO:0005515
g21604	GO:0044389
g7066	GO:0016491
g20346	GO:0043531
g36100	-
g12698	GO:0010088
g34247	GO:0004096,GO:0006979,GO:0020037
g8752	GO:0004478,GO:0006556
g35711	GO:0003700,GO:0006355
g1782	GO:0003993,GO:0046872
g11455	GO:0006801,GO:0046872
g26560	GO:0005515
g23007	GO:0000993,GO:0006368,GO:0008023
g20564	GO:0005515
g33391	GO:0009507
g33313	GO:0003677,GO:0046983
g7383	GO:0046872
g18953	GO:0016787
g8951	GO:0005524,GO:0016887
g35180	GO:0003677,GO:0006355
g36743	GO:0003677
g18970	GO:0033612
g2649	GO:0016616
g671	GO:0080043,GO:0080044
g15887	GO:0016887
g3398	GO:0030247
g137	GO:0009134,GO:0016020,GO:0016787,GO:0017110
g15513	GO:0046983
g25090	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g28979	GO:0003723
g28102	GO:0000811,GO:1902975
g13898	GO:0006511
g30714	GO:0004857
g35208	GO:0030247
g8340	GO:0003723,GO:0033897
g10887	GO:0003723
g24358	GO:0003924,GO:0016151,GO:0043419
g25156	GO:0005506,GO:0016705
g35486	GO:0043169
g5863	GO:0003677
g6262	GO:0003924,GO:0005525
g12585	GO:0004402,GO:0005669,GO:0005669,GO:0006366,GO:0016251,GO:0016251,GO:0017025,GO:0017025,GO:0051123
g22455	GO:0003735,GO:0005840,GO:0006412
g28449	GO:0000151,GO:0031624,GO:0032182,GO:0045116,GO:0097602
g29668	GO:0030246
g7217	GO:0006631,GO:0031956
g23129	GO:0016020,GO:0022857,GO:0055085
g13752	GO:0000105,GO:0004424
g29177	GO:0043231
g29814	GO:0046872
g6149	GO:0015074
g27687	GO:0005515
g24150	GO:0004659,GO:0008299
g13124	GO:0005515
g30842	GO:0005515
g9184	GO:0004672,GO:0006468
g5371	GO:0003700,GO:0006355,GO:0043565
g36318	GO:0015297,GO:0016020,GO:0042910,GO:0055085
g35696	GO:0003682
g394	GO:0080043,GO:0080044
g12511	GO:0016491
g19205	GO:0005524,GO:0016887
g6219	GO:0016020,GO:0055085
g13307	GO:0003924
g16747	GO:0016020
g29925	GO:0016788
g13547	GO:0005509
g8679	GO:0006006,GO:0016614,GO:0050661
g28692	GO:0005515
g4970	GO:0003910,GO:0005524,GO:0071897
g9642	GO:0005524,GO:0140662
g17123	GO:0004842
g13606	GO:0003723
g24574	GO:0016788
g33518	GO:0004672,GO:0005524,GO:0006468
g27810	GO:0005576,GO:0019953
g470	GO:0006631,GO:0045300
g2380	GO:0003676
g36167	GO:0000166,GO:0004826,GO:0005524,GO:0005737,GO:0006432
g22009	GO:0046872
g10517	GO:0008270
g34638	GO:0003676,GO:0008270
g13054	GO:0005543
g3980	GO:0004672,GO:0005524,GO:0006468
g10126	GO:0006631,GO:0016491,GO:0016616
g30116	GO:0001522,GO:0042254
g24678	GO:0000462,GO:0005730
g838	GO:0003735,GO:0005840,GO:0006412
g31062	GO:0000287,GO:0002189,GO:0005737,GO:0006015,GO:0006164,GO:0009165
g35082	GO:0006284,GO:0008725
g1321	GO:0006813,GO:0015079,GO:0015079,GO:0016020,GO:0016020,GO:0071805
g8441	GO:0003993,GO:0016791
g25459	GO:0005515
g11463	GO:0003700,GO:0006355
g10111	GO:0006508,GO:0008236,GO:0016020
g10217	GO:0015074
g1087	GO:0006511,GO:0032183,GO:0033768,GO:0061630,GO:0140082
g3040	GO:0005622
g11960	GO:0005515
g9560	GO:0005509,GO:0005783,GO:0006457,GO:0051082
g25815	GO:0005634
g5375	GO:0004722,GO:0006470
g3929	GO:0006952
g26523	GO:0005515
g35612	GO:0000287,GO:0004743,GO:0006096,GO:0030955
g35246	GO:0008237,GO:0008270
g22557	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g24271	GO:0035251
g9707	GO:0005515
g2369	GO:0009534
g8770	GO:0005267,GO:0016020,GO:0071805
g34680	GO:0004197,GO:0005737,GO:0006508
g32945	GO:0005515
g21625	GO:0016020,GO:0035673
g4153	GO:0007165
g2714	GO:0004842
g18338	GO:0007165
g276	GO:0004364,GO:0006749
g17421	GO:0005829,GO:0006281,GO:0016607,GO:0033045,GO:0043007,GO:2000042
g21329	GO:0043531
g16988	GO:0016020,GO:0016757
g15279	GO:0045892
g25274	GO:0047804,GO:0071266
g25852	GO:0005737,GO:0006886
g34675	GO:0030599,GO:0042545
g16731	GO:0006412,GO:0008097,GO:0022625
g26365	GO:0003676
g609	GO:0010088
g8690	GO:0016616
g35329	GO:0005515
g29472	GO:0030246
g33461	GO:0003676
g13621	GO:0003723
g24827	GO:0005634,GO:0005737,GO:0009910,GO:0010228
g20809	GO:0004672,GO:0005524,GO:0006468
g32160	GO:0008970
g26972	GO:0000166,GO:0004812,GO:0005524,GO:0006418
g26698	GO:0003723
g10340	GO:0004190,GO:0006508
g5075	GO:0005975
g21966	GO:0097602,GO:2000060
g22104	GO:0005515
g7395	GO:0004842,GO:0016567
g124	GO:0005524,GO:0140662
g5263	-
g11910	GO:0016787
g10417	GO:0016887
g15782	GO:0005525,GO:0006614
g25040	GO:0015074
g22297	GO:0006812,GO:0008324,GO:0016020,GO:0055085
g23477	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
g24648	GO:0005515
g33359	GO:0009055
g22541	GO:0003676
g861	GO:0005975
g27030	GO:0044255
g29827	GO:0000785,GO:0005634,GO:0006281,GO:0007064,GO:0007064
g6462	GO:0003677,GO:0006355
g15692	GO:0005215,GO:0005886,GO:0008643,GO:0015293,GO:0016020,GO:0071702
g22584	GO:0005515
g32412	GO:0005515
g18682	GO:0003676,GO:0008270
g25737	GO:0000175
g5950	GO:0016841
g32423	GO:0005524
g9881	GO:0003735,GO:0005840,GO:0006412
g3376	GO:0016787
g15971	GO:0016020
g23067	GO:0035251
g15290	GO:0043531
g36693	GO:0005515
g14123	GO:0016020
g2974	GO:0004499,GO:0050660,GO:0050661
g10108	GO:0004252,GO:0006508
g34690	GO:0003676
g33634	GO:0005576
g29187	GO:0005524
g1674	GO:0004722,GO:0006470
g26662	GO:0003676,GO:0004519,GO:0008270
g19719	GO:0030247
g3373	GO:0016787
g14996	GO:0003676,GO:0008270
g17243	GO:0004672,GO:0005524,GO:0006468
g15891	GO:0015112
g19657	GO:0003676
g5409	GO:0051983
g24991	GO:0005886,GO:0009506,GO:0098542
g432	GO:0007165
g14036	GO:0140359
g23834	GO:0005515
g36756	GO:0000225,GO:0005783,GO:0016811
g15951	GO:0005634,GO:0006351
g19090	GO:0005515
g30691	GO:0007131,GO:0051177,GO:0051321
g12241	GO:0009570
g15452	GO:0005515
g6217	GO:0006812,GO:0008324,GO:0016020
g1855	-
g27488	GO:0006486,GO:0016757
g9891	-
g11351	GO:0006535
g22105	GO:0010162
g14473	GO:0016747
g32643	GO:0004540
g30238	GO:0042910,GO:1990961
g14930	GO:0003723,GO:0009451
g16412	GO:0043069
g34978	GO:0003677,GO:0003824
g19229	GO:0016491
g9357	GO:0003824
g25612	GO:0016192
g12834	GO:0004672,GO:0006468
g35047	GO:0004347,GO:0006094,GO:0006096
g1335	GO:0005515
g27905	GO:0009694,GO:0009696,GO:0080030,GO:0080031,GO:0080032
g1765	GO:0008270,GO:0016787
g556	GO:0005388,GO:0005886,GO:0019829,GO:0043231
g26679	GO:0009507
g8876	GO:0003824
g13473	GO:0008643,GO:0016020,GO:0051119,GO:0051119
g15538	GO:0004842,GO:0016567
g8610	GO:0009058,GO:0030170
g28248	GO:0015630,GO:0016887,GO:0051013
g5595	GO:0004364,GO:0005737,GO:0006749
g13607	GO:0003677,GO:0005634
g10544	GO:0005634,GO:0006355,GO:0043565
g16503	GO:0005576
g32957	GO:0005515
g27978	GO:0006885,GO:0012505,GO:0098662
g8604	GO:0005515
g27022	GO:0004553,GO:0005975
g18879	GO:0007165
g29944	GO:0005524,GO:0005634,GO:0006355
g8124	GO:0005515
g13204	GO:0016020
g26827	GO:0003735,GO:0005840,GO:0006412
g1415	GO:0003735,GO:0005840,GO:0006412
g13686	GO:0015267,GO:0016020,GO:0055085
g25407	GO:0005509
g28885	GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
g6355	GO:0000398,GO:0000398,GO:0005681
g36587	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g35815	GO:0010024
g24050	GO:0005227,GO:0005227,GO:0005886
g3312	GO:0005515
g30775	GO:0016020,GO:0016757
g24000	GO:0016830,GO:0019752,GO:0030170
g5530	GO:0005576,GO:0017040,GO:0017040,GO:0042759,GO:0046512,GO:0046514,GO:0046514
g12289	GO:0000045,GO:0000407,GO:0000422,GO:0006914,GO:0030242,GO:0032266,GO:0034727,GO:0043495,GO:0061709,GO:0061723,GO:0061908
g8052	GO:0005515
g1127	GO:0006355
g35939	GO:0003676,GO:0006139,GO:0008408
g22076	GO:0005515
g8601	GO:0003677
g11716	GO:0009245,GO:0103117
g28296	GO:0003677,GO:0003904,GO:0005634,GO:0005737,GO:0032922,GO:0043153,GO:0071949
g1252	GO:0003824,GO:0051536
g24621	GO:0003887
g9391	GO:0004864,GO:0009738,GO:0010427,GO:0038023
g30995	GO:0003677,GO:0006355
g36926	GO:0005794,GO:0016757
g21780	GO:0006629,GO:0008374
g36874	GO:0000978,GO:0001006,GO:0019185,GO:0042795,GO:0042796
g6682	GO:0003700,GO:0006355,GO:0043565
g5683	GO:0004722,GO:0006470,GO:0006470
g31425	GO:0008270
g22097	GO:0008428,GO:0051252
g26695	GO:0046983
g8133	GO:0004672,GO:0006468
g16873	GO:0004527,GO:0004527,GO:0005634
g12515	GO:0008194
g19836	GO:0015743
g33939	GO:0033179,GO:0046961,GO:1902600
g32660	GO:0004650,GO:0005975
g36254	GO:0003777,GO:0005524,GO:0007018,GO:0008017
g33099	GO:0010088
g35359	GO:0004252,GO:0006508
g25281	GO:0003677,GO:0003899,GO:0006351
g17134	GO:0004843
g21810	GO:0015074
g35599	GO:0016301
g107	GO:0005664,GO:0005664,GO:0006260,GO:0006270
g26140	GO:0005515
g7689	GO:0004866,GO:0006511,GO:0043161,GO:0070628
g9588	GO:0030247
g32455	GO:0005515
g33368	GO:0009058,GO:0030170
g5896	GO:0006952,GO:0016020
g32716	GO:0005509
g25890	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g27431	GO:0005524,GO:0005737,GO:0005739,GO:0016887,GO:0016887
g16861	GO:0003777,GO:0003777,GO:0005875,GO:0007018,GO:0007052,GO:0051231
g6221	GO:0005515
g15619	GO:0003700,GO:0005634,GO:0010468,GO:0010468,GO:0048856
g7956	GO:0004672,GO:0006468
g21664	GO:0004672,GO:0005524,GO:0006468
g26061	GO:0003937,GO:0004643,GO:0006164
g21360	GO:0015020
g29565	GO:0003700,GO:0006355
g8761	GO:0004672,GO:0006468
g9198	GO:0005773
g16782	GO:0006629
g19663	GO:0005515
g7793	GO:0000338,GO:0019784,GO:0019784
g25078	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g5131	GO:0046872
g35747	GO:0004190,GO:0006508
g26235	GO:0043531
g3092	GO:0030145
g22479	GO:0016226
g4151	GO:0005515
g17493	GO:0000398,GO:0005634,GO:0005681
g24307	GO:0004553,GO:0005975
g7082	GO:0005524
g19520	GO:0004535,GO:0030014
g30673	GO:0009570,GO:0016279,GO:0018026
g10752	GO:0016567,GO:0016740
g8081	GO:0003723,GO:0006396,GO:0016779
g13919	GO:0003723
g11402	GO:0046983
g16106	GO:0005515
g12519	GO:0005634,GO:0005739,GO:0007005,GO:0007005
g30750	GO:0000226,GO:0000226,GO:0005737,GO:0005819,GO:0008017,GO:0008017
g13041	GO:0000306,GO:0006661,GO:0006661,GO:0010008,GO:0070772,GO:0070772
g29653	GO:0003779
g6665	GO:0003676,GO:0008270
g18528	GO:0009570
g21327	GO:0008696,GO:0030170,GO:0046656
g2299	GO:0004332,GO:0006096
g17333	GO:0005524
g18096	GO:0004672,GO:0005524,GO:0006468
g27219	GO:0004045
g30414	GO:0016020,GO:0022857
g6023	GO:0009523,GO:0009535
g10875	GO:0016020,GO:0022857,GO:0055085
g7470	GO:0007165
g28360	GO:0000244,GO:0000398,GO:0005681,GO:0005682,GO:0017070,GO:0030619,GO:0030620,GO:0030623,GO:0071013,GO:0097157
g8484	GO:0016616
g34507	GO:0000166
g35674	GO:0009507,GO:0070006
g7151	GO:0009658,GO:0009707,GO:0016020,GO:0045037
g480	GO:0006631,GO:0045300
g22630	GO:0005544,GO:0005544,GO:0005886,GO:0071277
g35324	GO:0006508,GO:0008234
g19273	GO:0004857
g18863	GO:0007165
g11917	GO:0004185,GO:0006508,GO:0016747,GO:0019748
g20719	GO:0000175
g2324	GO:0005524
g30024	GO:0004185,GO:0006508
g29330	GO:0015074
g79	GO:0000978,GO:0000981,GO:0005634,GO:0006355
g13260	GO:0000462,GO:0005730,GO:0032040
g1241	GO:0003950
g4635	GO:0004672,GO:0005524,GO:0006468
g23489	GO:0004364,GO:0005737,GO:0006749
g15805	GO:0003676
g26213	GO:0000103,GO:0008441,GO:0042578
g35296	GO:0012505,GO:0016020
g22519	GO:0005737,GO:0008113,GO:0034599,GO:0036456
g10437	GO:0005524
g26519	GO:0045892
g2381	GO:0005975,GO:0016301
g7416	GO:0003735,GO:0003735,GO:0006412,GO:0032543
g10978	GO:0005524
g2762	GO:0071949
g33383	GO:0003680
g20777	GO:0016020
g4175	GO:0005515
g35928	GO:0003824
g17631	GO:0016491
g25726	GO:0003676,GO:0008270
g15467	GO:0004842,GO:0016567
g5408	GO:0016491,GO:0016671
g35408	GO:0005737,GO:0030276,GO:0031982,GO:0043231,GO:0072318,GO:0072583
g29595	GO:0003862,GO:0003862,GO:0009098,GO:0009098
g9514	GO:0016757
g13448	GO:0005739,GO:0016554,GO:0080156
g27120	GO:0000978,GO:0000981,GO:0005634,GO:0006355
g25829	GO:0005515
g30410	GO:0015074
g33590	GO:0000973,GO:0003723,GO:0005643,GO:0006405,GO:0006606,GO:0008139,GO:0017056,GO:0034398,GO:0044614
g2630	GO:0004807
g24577	GO:0004112,GO:0004113,GO:0009187
g22261	GO:0006952
g15484	GO:0003676
g26765	GO:0003746,GO:0006414
g17991	GO:0005811,GO:0016104,GO:0016866
g34970	GO:0005515
g2805	GO:0022857
g390	GO:0005515
g6066	GO:0003677
g15947	GO:0004722,GO:0006470
g25949	GO:0004672,GO:0005524,GO:0006468
g29190	GO:0005515
g35505	GO:0005515
g4563	GO:0005669
g11474	GO:0005515
g30256	GO:0005739,GO:0032981
g20418	GO:0043531
g4389	GO:0030247
g23345	GO:0007165
g27667	GO:0000178,GO:0000460,GO:0003677,GO:0003723,GO:0005730,GO:0010468
g14533	GO:0005634
g32151	GO:0003677
g27205	GO:0000166,GO:0004815,GO:0005524,GO:0005737,GO:0006422
g10909	GO:0005515
g3923	GO:0003676
g7667	GO:0003972,GO:0006388
g22927	GO:0004842
g13118	GO:0005783
g10701	GO:0005524
g129	GO:0005524,GO:0140662
g8099	GO:0048364,GO:0048367
g26564	GO:0004190,GO:0006508
g24857	GO:0005634,GO:0006511,GO:0061630
g8735	GO:0006486,GO:0016757
g7668	GO:0005515
g28023	GO:0003677
g622	GO:0005515
g13410	GO:0006952
g36732	GO:0003677
g18014	GO:0004672,GO:0005524,GO:0006468
g23973	GO:0005515
g3462	GO:0030247
g207	GO:0005509
g28025	GO:0007166
g14003	GO:0005515
g31055	GO:0005515
g20934	GO:0003676
g11091	GO:0016787
g16556	GO:0003824,GO:0009116
g22409	GO:0005634,GO:0007165,GO:0045892
g86	GO:0000413,GO:0003755
g6215	GO:0016020,GO:0022857,GO:0022857,GO:0055085,GO:0055085
g34810	GO:0016020,GO:0016760,GO:0030244
g6113	GO:0005515
g21573	GO:0005515
g36901	GO:0048364,GO:0048367
g35307	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g32931	GO:0005524,GO:0006457,GO:0051082
g5635	GO:0004190,GO:0006508
g9139	GO:0005524
g18118	GO:0005634,GO:0050832
g9028	GO:0034338,GO:0044255,GO:0047372
g26922	GO:0004672,GO:0005524,GO:0006468
g32580	GO:0005198
g1003	GO:0003777,GO:0005524,GO:0007018,GO:0008017
g4342	GO:0043531
g27357	GO:0007064,GO:0008080,GO:0031415
g28008	GO:0008168
g4418	GO:0005515
g36010	GO:0004553,GO:0005975
g6220	GO:0003677,GO:0006260
g10863	GO:0003735,GO:0005840,GO:0006412
g8596	GO:0030170,GO:0031071,GO:0044571
g10229	GO:0046872
g15216	GO:0003677,GO:0006355
g10529	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g34531	GO:0003714,GO:0005634,GO:0006357,GO:0045892,GO:0140110
g5234	GO:0061630,GO:0061630,GO:1904294
g6701	GO:0006812,GO:0015297,GO:0016020,GO:0055085,GO:1902600
g25094	GO:0004497,GO:0005506,GO:0016705,GO:0020037
g6991	GO:0007165
g17900	GO:0008194
g5348	GO:0005515
g24832	GO:0005515
g2799	GO:0003723,GO:0009451
g409	GO:0008194
g14601	GO:0046488,GO:0052742
g9062	GO:0000724,GO:0005694,GO:0005737,GO:0006268,GO:0006281,GO:0006310,GO:0009378,GO:0032508,GO:0043138
g13528	GO:0006813,GO:0015079,GO:0015079,GO:0016020,GO:0016020,GO:0071805
g33744	GO:0031593,GO:0036503,GO:0051787,GO:0071818
g1295	GO:0005515
g27777	GO:0005886
g33770	GO:0004672,GO:0006468
g33332	GO:0004252,GO:0006508
g11059	GO:0004601,GO:0006979
g13226	GO:0005886
g26777	GO:0006355,GO:0031213
g11348	GO:0005515
g16925	GO:0004252,GO:0006508
g7709	GO:0003690,GO:0006355
g3758	GO:0005524
g24338	GO:0005975
g35768	GO:0015074
g24038	GO:0016020
g4602	GO:0004672,GO:0004714,GO:0005886,GO:0006468,GO:0009506,GO:0046777
g27843	GO:0003723
g21657	GO:0004659
